split,image_id,file_name,original_name,blood_group,abo,rh,width,height,image_area,image_path
train,1112,A+ (176)_jpg.rf.5qJcyCUHlfRt0p7y1QhT.jpg,A+ (176).jpg,A+,A,+,3088,2082,6429216,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (176)_jpg.rf.5qJcyCUHlfRt0p7y1QhT.jpg
train,1113,B- (57)_jpg.rf.6Hk2gtiTRSoZGvMudXWk.jpg,B- (57).jpg,B-,B,-,1005,356,357780,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (57)_jpg.rf.6Hk2gtiTRSoZGvMudXWk.jpg
train,1114,O+ (12)_jpg.rf.k0mchX4e8cxVbciYodxk.jpg,O+ (12).jpg,O+,O,+,2671,868,2318428,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (12)_jpg.rf.k0mchX4e8cxVbciYodxk.jpg
train,1115,B- (11)_jpg.rf.i9gqeohmOhdkPAGsRtAP.jpg,B- (11).jpg,B-,B,-,1998,642,1282716,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (11)_jpg.rf.i9gqeohmOhdkPAGsRtAP.jpg
train,1116,AB- (13)_jpg.rf.izwojEqQU03u1t71GE2x.jpg,AB- (13).jpg,AB-,AB,-,1216,405,492480,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (13)_jpg.rf.izwojEqQU03u1t71GE2x.jpg
train,1117,B+ (48)_jpg.rf.zuQKIn2AP02zjKluJpLZ.jpg,B+ (48).jpg,B+,B,+,2347,881,2067707,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (48)_jpg.rf.zuQKIn2AP02zjKluJpLZ.jpg
train,1118,A+ (6)_jpg.rf.9KEu6bXeVN6LiwNiDoT4.jpg,A+ (6).jpg,A+,A,+,2415,845,2040675,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (6)_jpg.rf.9KEu6bXeVN6LiwNiDoT4.jpg
train,1119,O+ (111)_jpg.rf.kKyOBu6LCvHxP8kL3guk.jpg,O+ (111).jpg,O+,O,+,3058,997,3048826,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (111)_jpg.rf.kKyOBu6LCvHxP8kL3guk.jpg
train,1120,A+ (19)_jpg.rf.iH5wJo1Spgea1SNcyrwX.jpg,A+ (19).jpg,A+,A,+,2995,869,2602655,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (19)_jpg.rf.iH5wJo1Spgea1SNcyrwX.jpg
train,1121,A+ (84)_jpg.rf.iEeGfz8hbwd1EKbYYNuI.jpg,A+ (84).jpg,A+,A,+,1012,346,350152,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (84)_jpg.rf.iEeGfz8hbwd1EKbYYNuI.jpg
train,1122,AB+ (32)_jpg.rf.ZNdSBPyk5G6o4VhJhIkj.jpg,AB+ (32).jpg,AB+,AB,+,1057,363,383691,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (32)_jpg.rf.ZNdSBPyk5G6o4VhJhIkj.jpg
train,1123,AB+ (85)_jpg.rf.8Oq4gZgo0qgMEqItMHin.jpg,AB+ (85).jpg,AB+,AB,+,2410,756,1821960,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (85)_jpg.rf.8Oq4gZgo0qgMEqItMHin.jpg
train,1124,A+ (79)_jpg.rf.6UCbQAhMSa4RvxzH8QHa.jpg,A+ (79).jpg,A+,A,+,1024,320,327680,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (79)_jpg.rf.6UCbQAhMSa4RvxzH8QHa.jpg
train,1125,A+ (10)_jpg.rf.kRVVFVNm0EpUQrRCsCCw.jpg,A+ (10).jpg,A+,A,+,2393,891,2132163,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (10)_jpg.rf.kRVVFVNm0EpUQrRCsCCw.jpg
train,1126,A- (41)_jpg.rf.kkjy3mxvJN20EOsNAaVd.jpg,A- (41).jpg,A-,A,-,983,306,300798,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (41)_jpg.rf.kkjy3mxvJN20EOsNAaVd.jpg
train,1127,AB+ (7)_jpg.rf.ihXoSE9irEiWS90inPnt.jpg,AB+ (7).jpg,AB+,AB,+,1445,358,517310,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (7)_jpg.rf.ihXoSE9irEiWS90inPnt.jpg
train,1128,O+ (2)_jpg.rf.o6vMt2R3Y55jTSGnQCln.jpg,O+ (2).jpg,O+,O,+,2151,761,1636911,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (2)_jpg.rf.o6vMt2R3Y55jTSGnQCln.jpg
train,1129,AB- (81)_jpg.rf.l2cHenjOqQ36rv9cmkWZ.jpg,AB- (81).jpg,AB-,AB,-,985,301,296485,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (81)_jpg.rf.l2cHenjOqQ36rv9cmkWZ.jpg
train,1130,AB- (9)_jpg.rf.isDs2BApqHQqsgvRt7uC.jpg,AB- (9).jpg,AB-,AB,-,879,282,247878,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (9)_jpg.rf.isDs2BApqHQqsgvRt7uC.jpg
train,1131,A+ (80)_jpg.rf.wz0H0fiK06Anyy0SfZ0w.jpg,A+ (80).jpg,A+,A,+,2847,999,2844153,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (80)_jpg.rf.wz0H0fiK06Anyy0SfZ0w.jpg
train,1132,O+ (140)_jpg.rf.7ZhKfZS7mhEecPGRVDq6.jpg,O+ (140).jpg,O+,O,+,3004,975,2928900,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (140)_jpg.rf.7ZhKfZS7mhEecPGRVDq6.jpg
train,1133,A+ (53)_jpg.rf.qFAJ7t6EDtQa9krKTMcy.jpg,A+ (53).jpg,A+,A,+,2383,886,2111338,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (53)_jpg.rf.qFAJ7t6EDtQa9krKTMcy.jpg
train,1134,B- (13)_jpg.rf.9Nbj7BPbrgKMMyzL4pht.jpg,B- (13).jpg,B-,B,-,2060,796,1639760,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (13)_jpg.rf.9Nbj7BPbrgKMMyzL4pht.jpg
train,1135,B- (41)_jpeg.rf.7XNJQ5u3zx6x6XjneAhC.jpeg,B- (41).jpeg,B-,B,-,1407,492,692244,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (41)_jpeg.rf.7XNJQ5u3zx6x6XjneAhC.jpeg
train,1136,A+ (197)_jpg.rf.lH9BbVqiyrfJZWnHyR17.jpg,A+ (197).jpg,A+,A,+,3088,1321,4079248,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (197)_jpg.rf.lH9BbVqiyrfJZWnHyR17.jpg
train,1137,A+ (148)_jpg.rf.wYJdNVyX1XirOXiZOOZR.jpg,A+ (148).jpg,A+,A,+,2716,920,2498720,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (148)_jpg.rf.wYJdNVyX1XirOXiZOOZR.jpg
train,1138,A+ (28)_jpg.rf.pmctBiDlMtXfczdM2KyE.jpg,A+ (28).jpg,A+,A,+,2127,798,1697346,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (28)_jpg.rf.pmctBiDlMtXfczdM2KyE.jpg
train,1139,A+ (5)_jpg.rf.hLOndxwCSJixGCjqHuuL.jpg,A+ (5).jpg,A+,A,+,2633,848,2232784,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (5)_jpg.rf.hLOndxwCSJixGCjqHuuL.jpg
train,1140,O+ (20)_jpg.rf.lKzmHCEpEeyHswRItbeM.jpg,O+ (20).jpg,O+,O,+,2729,955,2606195,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (20)_jpg.rf.lKzmHCEpEeyHswRItbeM.jpg
train,1141,O+ (17)_jpg.rf.lYNvpKdLjGfr0kVPscKS.jpg,O+ (17).jpg,O+,O,+,2603,824,2144872,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (17)_jpg.rf.lYNvpKdLjGfr0kVPscKS.jpg
train,1142,B+ (83)_jpg.rf.ocLUL6faD3FlcAnTChAf.jpg,B+ (83).jpg,B+,B,+,2947,904,2664088,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (83)_jpg.rf.ocLUL6faD3FlcAnTChAf.jpg
train,1143,B+ (43)_jpg.rf.q92wqfWCqwp31DSknHNK.jpg,B+ (43).jpg,B+,B,+,2479,763,1891477,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (43)_jpg.rf.q92wqfWCqwp31DSknHNK.jpg
train,1144,A+ (70)_jpg.rf.q4q7OKpHuhFWsl37o0EK.jpg,A+ (70).jpg,A+,A,+,1095,311,340545,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (70)_jpg.rf.q4q7OKpHuhFWsl37o0EK.jpg
train,1145,B- (52)_jpg.rf.8skBzxFP6F7rCdVFGi0Y.jpg,B- (52).jpg,B-,B,-,3088,1122,3464736,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (52)_jpg.rf.8skBzxFP6F7rCdVFGi0Y.jpg
train,1146,A+ (29)_jpg.rf.twuoKi4KFjwG0BOOUa9J.jpg,A+ (29).jpg,A+,A,+,2344,841,1971304,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (29)_jpg.rf.twuoKi4KFjwG0BOOUa9J.jpg
train,1147,A+ (9)_jpg.rf.qMUcZxnDW2v1nXc2lpQP.jpg,A+ (9).jpg,A+,A,+,2041,646,1318486,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (9)_jpg.rf.qMUcZxnDW2v1nXc2lpQP.jpg
train,1148,A+ (78)_jpg.rf.7IUdXpbK6FxF3BTrBdG6.jpg,A+ (78).jpg,A+,A,+,983,290,285070,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (78)_jpg.rf.7IUdXpbK6FxF3BTrBdG6.jpg
train,1149,O+ (156)_jpg.rf.wMZj4Dp86S4eGzefr4d3.jpg,O+ (156).jpg,O+,O,+,3051,1006,3069306,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (156)_jpg.rf.wMZj4Dp86S4eGzefr4d3.jpg
train,1150,A+ (29)_jpg.rf.74iT7bS7c7Gtlis8zA1d.jpg,A+ (29).jpg,A+,A,+,2278,761,1733558,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (29)_jpg.rf.74iT7bS7c7Gtlis8zA1d.jpg
train,1151,A+ (40)_jpg.rf.x6MdpkAtLO7Zm8ZSUnRV.jpg,A+ (40).jpg,A+,A,+,2803,943,2643229,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (40)_jpg.rf.x6MdpkAtLO7Zm8ZSUnRV.jpg
train,1152,A- (20)_jpg.rf.wtTdDeo7fTwYae5GPrRY.jpg,A- (20).jpg,A-,A,-,845,237,200265,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (20)_jpg.rf.wtTdDeo7fTwYae5GPrRY.jpg
train,1153,AB- (48)_jpg.rf.2znQgoIVsj1hRJFSf0zw.jpg,AB- (48).jpg,AB-,AB,-,1203,322,387366,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (48)_jpg.rf.2znQgoIVsj1hRJFSf0zw.jpg
train,1154,A+ (137)_jpg.rf.uHvf7CVDpHe3Z2LhIfYi.jpg,A+ (137).jpg,A+,A,+,3659,1214,4442026,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (137)_jpg.rf.uHvf7CVDpHe3Z2LhIfYi.jpg
train,1155,B- (125)_jpg.rf.q5GCpCyoIYYUWZ9JERQ7.jpg,B- (125).jpg,B-,B,-,2432,906,2203392,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (125)_jpg.rf.q5GCpCyoIYYUWZ9JERQ7.jpg
train,1156,O+ (77)_jpg.rf.xfdO0VGZVUnOAtDwntD5.jpg,O+ (77).jpg,O+,O,+,2817,966,2721222,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (77)_jpg.rf.xfdO0VGZVUnOAtDwntD5.jpg
train,1157,B- (13)_jpg.rf.tkU5qsi5CXklUXb2xh2u.jpg,B- (13).jpg,B-,B,-,1403,418,586454,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (13)_jpg.rf.tkU5qsi5CXklUXb2xh2u.jpg
train,1158,B- (115)_jpg.rf.qFPMG1LIxrAdX8P8NmHO.jpg,B- (115).jpg,B-,B,-,2103,701,1474203,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (115)_jpg.rf.qFPMG1LIxrAdX8P8NmHO.jpg
train,1159,A+ (122)_jpg.rf.wSsYt3N0xcfcIPTknKBu.jpg,A+ (122).jpg,A+,A,+,2461,849,2089389,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (122)_jpg.rf.wSsYt3N0xcfcIPTknKBu.jpg
train,1160,O+ (62)_jpg.rf.3OhHE33wUsetwg1ruWRh.jpg,O+ (62).jpg,O+,O,+,2690,977,2628130,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (62)_jpg.rf.3OhHE33wUsetwg1ruWRh.jpg
train,1161,B- (75)_jpg.rf.3T9gj8rG137GVQYO7v0a.jpg,B- (75).jpg,B-,B,-,1264,323,408272,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (75)_jpg.rf.3T9gj8rG137GVQYO7v0a.jpg
train,1162,AB+ (77)_jpg.rf.tGQamqV5zGTeFe4UbEUi.jpg,AB+ (77).jpg,AB+,AB,+,1042,307,319894,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (77)_jpg.rf.tGQamqV5zGTeFe4UbEUi.jpg
train,1163,AB+ (13)_jpg.rf.3YzWMafiIc2kLMPpcqex.jpg,AB+ (13).jpg,AB+,AB,+,941,277,260657,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (13)_jpg.rf.3YzWMafiIc2kLMPpcqex.jpg
train,1164,O+ (52)_jpg.rf.4F9hFEMuV9EWazYWzO35.jpg,O+ (52).jpg,O+,O,+,2458,819,2013102,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (52)_jpg.rf.4F9hFEMuV9EWazYWzO35.jpg
train,1165,O+ (80)_jpg.rf.qSCFwPpktPbgKjlhbqzq.jpg,O+ (80).jpg,O+,O,+,2127,973,2069571,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (80)_jpg.rf.qSCFwPpktPbgKjlhbqzq.jpg
train,1166,B- (37)_jpg.rf.4hteoj3IQWdpVUzzmodt.jpg,B- (37).jpg,B-,B,-,2551,875,2232125,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (37)_jpg.rf.4hteoj3IQWdpVUzzmodt.jpg
train,1167,O+ (85)_jpg.rf.j3miYRLhre29TlcroHmU.jpg,O+ (85).jpg,O+,O,+,2873,976,2804048,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (85)_jpg.rf.j3miYRLhre29TlcroHmU.jpg
train,1168,A+ (23)_jpg.rf.h9NyQHixQoK7tO4rr34Y.jpg,A+ (23).jpg,A+,A,+,3055,1013,3094715,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (23)_jpg.rf.h9NyQHixQoK7tO4rr34Y.jpg
train,1169,AB- (64)_jpg.rf.xqX4ccjPQ69v7f2rhuNU.jpg,AB- (64).jpg,AB-,AB,-,941,235,221135,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (64)_jpg.rf.xqX4ccjPQ69v7f2rhuNU.jpg
train,1170,A+ (1)_jpg.rf.52ddEz4LTjg8Pvt7z0Zn.jpg,A+ (1).jpg,A+,A,+,2507,841,2108387,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (1)_jpg.rf.52ddEz4LTjg8Pvt7z0Zn.jpg
train,1171,AB+ (71)_jpg.rf.5o8Ht33G3A3tcbYkeV5I.jpg,AB+ (71).jpg,AB+,AB,+,985,295,290575,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (71)_jpg.rf.5o8Ht33G3A3tcbYkeV5I.jpg
train,1172,B- (24)_jpg.rf.j7AT3YhkfCIv9s50WA0O.jpg,B- (24).jpg,B-,B,-,2653,866,2297498,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (24)_jpg.rf.j7AT3YhkfCIv9s50WA0O.jpg
train,1173,B+ (62)_jpg.rf.YExX49kasozZHNlZGYn1.jpg,B+ (62).jpg,B+,B,+,2713,890,2414570,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (62)_jpg.rf.YExX49kasozZHNlZGYn1.jpg
train,1174,A+ (12)_jpg.rf.A0fwvodKKZsORX06oYoa.jpg,A+ (12).jpg,A+,A,+,2561,904,2315144,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (12)_jpg.rf.A0fwvodKKZsORX06oYoa.jpg
train,1175,A- (44)_jpg.rf.BnsA9DdqLsaBGIXwaCbj.jpg,A- (44).jpg,A-,A,-,1049,331,347219,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (44)_jpg.rf.BnsA9DdqLsaBGIXwaCbj.jpg
train,1176,AB- (41)_jpg.rf.C6aCHBo3ach1UwkYBi1O.jpg,AB- (41).jpg,AB-,AB,-,962,284,273208,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (41)_jpg.rf.C6aCHBo3ach1UwkYBi1O.jpg
train,1177,O+ (3)_jpg.rf.jIImlf1K2y2KnFowTSXM.jpg,O+ (3).jpg,O+,O,+,2476,867,2146692,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (3)_jpg.rf.jIImlf1K2y2KnFowTSXM.jpg
train,1178,A- (13)_jpg.rf.qO9drmkUe3xNnSkkMWoB.jpg,A- (13).jpg,A-,A,-,2960,1037,3069520,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (13)_jpg.rf.qO9drmkUe3xNnSkkMWoB.jpg
train,1179,B- (89)_jpg.rf.j5V762makHDch4hndAj0.jpg,B- (89).jpg,B-,B,-,991,294,291354,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (89)_jpg.rf.j5V762makHDch4hndAj0.jpg
train,1180,AB+ (41)_jpg.rf.jNqaI9vVH8Lc7iBeYeRq.jpg,AB+ (41).jpg,AB+,AB,+,859,258,221622,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (41)_jpg.rf.jNqaI9vVH8Lc7iBeYeRq.jpg
train,1181,AB+ (86)_jpg.rf.WlXn4zzox7lAnwJuIKQs.jpg,AB+ (86).jpg,AB+,AB,+,2580,763,1968540,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (86)_jpg.rf.WlXn4zzox7lAnwJuIKQs.jpg
train,1182,O+ (170)_jpg.rf.C3en72xfJ0oQVkQ7c5VT.jpg,O+ (170).jpg,O+,O,+,3066,1085,3326610,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (170)_jpg.rf.C3en72xfJ0oQVkQ7c5VT.jpg
train,1183,AB+ (1)_jpg.rf.79mizL8x1bcypsmzYYLz.jpg,AB+ (1).jpg,AB+,AB,+,1049,341,357709,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (1)_jpg.rf.79mizL8x1bcypsmzYYLz.jpg
train,1184,B- (8)_jpg.rf.7NLNWWoH8q6hEP1MdhVs.jpg,B- (8).jpg,B-,B,-,1568,442,693056,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (8)_jpg.rf.7NLNWWoH8q6hEP1MdhVs.jpg
train,1185,B+ (75)_jpg.rf.7iBhwdDxfNAtkmyqfdx7.jpg,B+ (75).jpg,B+,B,+,2723,884,2407132,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (75)_jpg.rf.7iBhwdDxfNAtkmyqfdx7.jpg
train,1186,A+ (62)_jpg.rf.WRLNUO3xkV1WUoADd7YI.jpg,A+ (62).jpg,A+,A,+,3069,1059,3250071,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (62)_jpg.rf.WRLNUO3xkV1WUoADd7YI.jpg
train,1187,O- (35)_jpeg.rf.AKdB5a0MBzabucrhofbn.jpeg,O- (35).jpeg,O-,O,-,1600,573,916800,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O- (35)_jpeg.rf.AKdB5a0MBzabucrhofbn.jpeg
train,1188,A+ (116)_jpg.rf.XG4k3WmRL4nKaaKpI2H4.jpg,A+ (116).jpg,A+,A,+,2651,956,2534356,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (116)_jpg.rf.XG4k3WmRL4nKaaKpI2H4.jpg
train,1189,B- (14)_jpg.rf.WiaHaEv8O7UA3IY1KpJX.jpg,B- (14).jpg,B-,B,-,2198,796,1749608,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (14)_jpg.rf.WiaHaEv8O7UA3IY1KpJX.jpg
train,1190,A+ (89)_jpg.rf.86hKJh3iwXFSszhjZzlj.jpg,A+ (89).jpg,A+,A,+,3088,1137,3511056,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (89)_jpg.rf.86hKJh3iwXFSszhjZzlj.jpg
train,1191,A+ (22)_jpg.rf.A8tLXEJkVD20oC7qtwT0.jpg,A+ (22).jpg,A+,A,+,2658,901,2394858,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (22)_jpg.rf.A8tLXEJkVD20oC7qtwT0.jpg
train,1192,B- (100)_jpg.rf.Beq6MKY1g2dK5iC12sGy.jpg,B- (100).jpg,B-,B,-,1214,319,387266,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (100)_jpg.rf.Beq6MKY1g2dK5iC12sGy.jpg
train,1193,B+ (95)_jpg.rf.PQQVwPJf1dMckr7oJeIX.jpg,B+ (95).jpg,B+,B,+,2796,1003,2804388,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (95)_jpg.rf.PQQVwPJf1dMckr7oJeIX.jpg
train,1194,O+ (159)_jpg.rf.8AeLIJevE3KNzjvXqlD4.jpg,O+ (159).jpg,O+,O,+,3315,1133,3755895,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (159)_jpg.rf.8AeLIJevE3KNzjvXqlD4.jpg
train,1195,B+ (55)_jpg.rf.8G42yGPFCd9xohz5NtJ0.jpg,B+ (55).jpg,B+,B,+,2490,938,2335620,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (55)_jpg.rf.8G42yGPFCd9xohz5NtJ0.jpg
train,1196,O+ (53)_jpg.rf.8J607S8wpcQZjJ80n5IA.jpg,O+ (53).jpg,O+,O,+,2549,793,2021357,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (53)_jpg.rf.8J607S8wpcQZjJ80n5IA.jpg
train,1197,A- (46)_jpg.rf.8PgxbSlyVu7V8U0kFgMJ.jpg,A- (46).jpg,A-,A,-,1195,422,504290,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (46)_jpg.rf.8PgxbSlyVu7V8U0kFgMJ.jpg
train,1198,A+ (74)_jpg.rf.X3aM9kkcFr4cLdZt9ewo.jpg,A+ (74).jpg,A+,A,+,3088,1137,3511056,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (74)_jpg.rf.X3aM9kkcFr4cLdZt9ewo.jpg
train,1199,A+ (69)_jpg.rf.qWFaPt23tuei7AySXVE4.jpg,A+ (69).jpg,A+,A,+,268,91,24388,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (69)_jpg.rf.qWFaPt23tuei7AySXVE4.jpg
train,1200,A+ (86)_jpg.rf.WhSyTokkh2FbLlqCOTXi.jpg,A+ (86).jpg,A+,A,+,1185,326,386310,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (86)_jpg.rf.WhSyTokkh2FbLlqCOTXi.jpg
train,1201,A- (90)_jpg.rf.VnTWZNgg6fNlGEWHmzT5.jpg,A- (90).jpg,A-,A,-,1210,322,389620,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (90)_jpg.rf.VnTWZNgg6fNlGEWHmzT5.jpg
train,1202,B+ (4)_jpg.rf.9GEPQdfnEq0rsUnpNsjC.jpg,B+ (4).jpg,B+,B,+,2529,893,2258397,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (4)_jpg.rf.9GEPQdfnEq0rsUnpNsjC.jpg
train,1203,AB+ (54)_jpg.rf.mDNb6rJ2p7uyGd9jHoXg.jpg,AB+ (54).jpg,AB+,AB,+,959,325,311675,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (54)_jpg.rf.mDNb6rJ2p7uyGd9jHoXg.jpg
train,1204,O+ (132)_jpg.rf.XHFe5F2TCwecqEdi6EU2.jpg,O+ (132).jpg,O+,O,+,3048,1080,3291840,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (132)_jpg.rf.XHFe5F2TCwecqEdi6EU2.jpg
train,1205,O+ (71)_jpg.rf.XUeiEjPSIg2FejL4bvj9.jpg,O+ (71).jpg,O+,O,+,2273,700,1591100,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (71)_jpg.rf.XUeiEjPSIg2FejL4bvj9.jpg
train,1206,O+ (69)_jpg.rf.PxTiS0s2trJsJgo808ed.jpg,O+ (69).jpg,O+,O,+,3088,1222,3773536,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (69)_jpg.rf.PxTiS0s2trJsJgo808ed.jpg
train,1207,B- (78)_jpg.rf.l3bbpFlI5wmvjKGV4FjV.jpg,B- (78).jpg,B-,B,-,1055,288,303840,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (78)_jpg.rf.l3bbpFlI5wmvjKGV4FjV.jpg
train,1208,AB+ (40)_jpg.rf.6R6hcNQUux9KRv4TCoXQ.jpg,AB+ (40).jpg,AB+,AB,+,905,268,242540,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (40)_jpg.rf.6R6hcNQUux9KRv4TCoXQ.jpg
train,1209,AB+ (31)_jpg.rf.6lIpMpULAvnBackQyCHX.jpg,AB+ (31).jpg,AB+,AB,+,1445,374,540430,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (31)_jpg.rf.6lIpMpULAvnBackQyCHX.jpg
train,1210,O+ (12)_jpg.rf.QJtOJ7p7PlXysZwEEcsT.jpg,O+ (12).jpg,O+,O,+,2875,1021,2935375,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (12)_jpg.rf.QJtOJ7p7PlXysZwEEcsT.jpg
train,1211,B- (70)_jpg.rf.mhxwWpQyAoUtLPulMWjh.jpg,B- (70).jpg,B-,B,-,995,260,258700,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (70)_jpg.rf.mhxwWpQyAoUtLPulMWjh.jpg
